"species","model","value","metric","time"
"4pc_060","Regression","0.736296745136113","AUC","460.107000000004"
"4pc_060","Regression","0.170477024437045","COR","460.107000000004"
"4pc_060","Equal-sample","0.858281447519728","AUC","0.397000000004482"
"4pc_060","Equal-sample","0.771289409558096","COR","0.397000000004482"
"4pc_060","Default","0.580279120798393","AUC","52.903999999995"
"4pc_060","Default","0.163178571929631","COR","52.903999999995"
"4pc_060","Down-sample","0.859415998848697","AUC","6.59800000000541"
"4pc_060","Down-sample","0.779508077939403","COR","6.59800000000541"
"4pc_060","Weighted","0.564629628686716","AUC","68.8629999999976"
"4pc_060","Weighted","0.15129778110536","COR","68.8629999999976"
"4pc_060","ranger","0.8696808275431","AUC","5.25400000000081"
"4pc_060","ranger","0.805494938179206","COR","5.25400000000081"
"4pc_060","ranger-tuned","0.868213294041872","AUC","98.7060000000056"
"4pc_060","ranger-tuned","0.799485862827701","COR","98.7060000000056"
