"species","model","value","metric","time"
"4pc_041","Regression","0.638598352308611","AUC","804.157999999996"
"4pc_041","Regression","0.0940870410138977","COR","804.157999999996"
"4pc_041","Equal-sample","0.770278801593368","AUC","3.89400000000023"
"4pc_041","Equal-sample","0.648451323339124","COR","3.89400000000023"
"4pc_041","Default","0.601715237991894","AUC","105.006000000001"
"4pc_041","Default","0.0876591694805274","COR","105.006000000001"
"4pc_041","Down-sample","0.765261894971237","AUC","8.73999999999796"
"4pc_041","Down-sample","0.60155314466279","COR","8.73999999999796"
"4pc_041","Weighted","0.608755494336812","AUC","297.764000000003"
"4pc_041","Weighted","0.0814062470927292","COR","297.764000000003"
"4pc_041","ranger","0.865844839170556","AUC","8.64000000000669"
"4pc_041","ranger","0.884100027243722","COR","8.64000000000669"
"4pc_041","ranger-tuned","0.863303800353017","AUC","109.724999999999"
"4pc_041","ranger-tuned","0.895095866122802","COR","109.724999999999"
