"species","model","value","metric","time"
"4pc_092","Regression","0.837671651788965","AUC","668.178"
"4pc_092","Regression","0.184659407256945","COR","668.178"
"4pc_092","Equal-sample","0.901288042848889","AUC","2.93300000000454"
"4pc_092","Equal-sample","0.890060543142835","COR","2.93300000000454"
"4pc_092","Default","0.699983132132406","AUC","78.9989999999962"
"4pc_092","Default","0.17081109469141","COR","78.9989999999962"
"4pc_092","Down-sample","0.895879056869504","AUC","7.84799999999814"
"4pc_092","Down-sample","0.862243355740262","COR","7.84799999999814"
"4pc_092","Weighted","0.665188864641646","AUC","229.093999999997"
"4pc_092","Weighted","0.166220189358781","COR","229.093999999997"
"4pc_092","ranger","0.929970438758715","AUC","5.15600000000268"
"4pc_092","ranger","0.964360560598409","COR","5.15600000000268"
"4pc_092","ranger-tuned","0.926463465204342","AUC","99.622000000003"
"4pc_092","ranger-tuned","0.96410204747159","COR","99.622000000003"
