"species","model","value","metric","time"
"4pc_043","Regression","0.850081794242835","AUC","428.609999999993"
"4pc_043","Regression","0.192311922871692","COR","428.609999999993"
"4pc_043","Equal-sample","0.950262697496561","AUC","1.08200000000215"
"4pc_043","Equal-sample","0.883635688644059","COR","1.08200000000215"
"4pc_043","Default","0.690711348387548","AUC","62.0609999999942"
"4pc_043","Default","0.181181634357521","COR","62.0609999999942"
"4pc_043","Down-sample","0.950306976408622","AUC","7.6620000000039"
"4pc_043","Down-sample","0.910534627620928","COR","7.6620000000039"
"4pc_043","Weighted","0.649875459923539","AUC","113.183999999994"
"4pc_043","Weighted","0.178709942352827","COR","113.183999999994"
"4pc_043","ranger","0.947482685231952","AUC","5.1649999999936"
"4pc_043","ranger","0.857594247902748","COR","5.1649999999936"
"4pc_043","ranger-tuned","0.947448416420176","AUC","101.281999999999"
"4pc_043","ranger-tuned","0.857336737876058","COR","101.281999999999"
