"species","model","value","metric","time"
"4pc_046","Regression","0.76182761122655","AUC","539.254000000001"
"4pc_046","Regression","0.172146179864967","COR","539.254000000001"
"4pc_046","Equal-sample","0.863528141047662","AUC","1.37800000000425"
"4pc_046","Equal-sample","0.865035584445223","COR","1.37800000000425"
"4pc_046","Default","0.634360383116355","AUC","73.8129999999946"
"4pc_046","Default","0.157154018434201","COR","73.8129999999946"
"4pc_046","Down-sample","0.857016039488586","AUC","7.69800000000396"
"4pc_046","Down-sample","0.846291977223944","COR","7.69800000000396"
"4pc_046","Weighted","0.595437559938692","AUC","142.396999999997"
"4pc_046","Weighted","0.156906512621595","COR","142.396999999997"
"4pc_046","ranger","0.877882393681733","AUC","5.49099999999453"
"4pc_046","ranger","0.904690250358598","COR","5.49099999999453"
"4pc_046","ranger-tuned","0.878352688326422","AUC","103.215000000004"
"4pc_046","ranger-tuned","0.907309551266908","COR","103.215000000004"
