"species","model","value","metric","time"
"4pc_059","Regression","0.676242543943143","AUC","674.637999999999"
"4pc_059","Regression","0.141552963008038","COR","674.637999999999"
"4pc_059","Equal-sample","0.815771313635316","AUC","3.87000000000262"
"4pc_059","Equal-sample","0.679978344026915","COR","3.87000000000262"
"4pc_059","Default","0.635215027503067","AUC","102.478999999999"
"4pc_059","Default","0.128079261671203","COR","102.478999999999"
"4pc_059","Down-sample","0.805191519632892","AUC","8.45999999999913"
"4pc_059","Down-sample","0.636523111828715","COR","8.45999999999913"
"4pc_059","Weighted","0.644634248265791","AUC","295.845000000001"
"4pc_059","Weighted","0.130705029187435","COR","295.845000000001"
"4pc_059","ranger","0.87717252630911","AUC","5.17799999999988"
"4pc_059","ranger","0.773364064950031","COR","5.17799999999988"
"4pc_059","ranger-tuned","0.855653598945964","AUC","105.165999999997"
"4pc_059","ranger-tuned","0.759818134485603","COR","105.165999999997"
