"species","model","value","metric","time"
"4pc_016","Regression","0.826872621944151","AUC","518.166000000001"
"4pc_016","Regression","0.319481916387474","COR","518.166000000001"
"4pc_016","Equal-sample","0.907630633762024","AUC","1.66299999999865"
"4pc_016","Equal-sample","0.904396052966092","COR","1.66299999999865"
"4pc_016","Default","0.710913683234828","AUC","71.0059999999994"
"4pc_016","Default","0.30271601157532","COR","71.0059999999994"
"4pc_016","Down-sample","0.905442799212147","AUC","7.55899999999929"
"4pc_016","Down-sample","0.897103589565092","COR","7.55899999999929"
"4pc_016","Weighted","0.654713196616823","AUC","143.517"
"4pc_016","Weighted","0.239923469037413","COR","143.517"
"4pc_016","ranger","0.928939311783106","AUC","5.60599999999977"
"4pc_016","ranger","0.979198710129247","COR","5.60599999999977"
"4pc_016","ranger-tuned","0.928605352798054","AUC","112.254999999999"
"4pc_016","ranger-tuned","0.978427575891915","COR","112.254999999999"
