"species","model","value","metric","time"
"4pc_061","Regression","0.779731439435621","AUC","370.702000000005"
"4pc_061","Regression","0.161264906705888","COR","370.702000000005"
"4pc_061","Equal-sample","0.911736660043136","AUC","0.760000000002037"
"4pc_061","Equal-sample","0.873002062011026","COR","0.760000000002037"
"4pc_061","Default","0.637638154384015","AUC","57.5950000000012"
"4pc_061","Default","0.139857739451942","COR","57.5950000000012"
"4pc_061","Down-sample","0.916157358094365","AUC","6.87900000000081"
"4pc_061","Down-sample","0.883026230782039","COR","6.87900000000081"
"4pc_061","Weighted","0.598613109587113","AUC","73.413999999997"
"4pc_061","Weighted","0.142539108553883","COR","73.413999999997"
"4pc_061","ranger","0.922833305994873","AUC","5.02999999999884"
"4pc_061","ranger","0.889632242087743","COR","5.02999999999884"
"4pc_061","ranger-tuned","0.922325208620107","AUC","105.402000000002"
"4pc_061","ranger-tuned","0.899926898103514","COR","105.402000000002"
