"species","model","value","metric","time"
"4pc_010","Regression","0.647108146174311","AUC","990.804999999999"
"4pc_010","Regression","0.113313384811712","COR","990.804999999999"
"4pc_010","Equal-sample","0.754680614621023","AUC","3.63799999999992"
"4pc_010","Equal-sample","0.698558325728098","COR","3.63799999999992"
"4pc_010","Default","0.60696156309673","AUC","95.3460000000005"
"4pc_010","Default","0.105745059211046","COR","95.3460000000005"
"4pc_010","Down-sample","0.748272682493408","AUC","8.40499999999975"
"4pc_010","Down-sample","0.662447589079676","COR","8.40499999999975"
"4pc_010","Weighted","0.609661839570143","AUC","312.609000000001"
"4pc_010","Weighted","0.120265771713257","COR","312.609000000001"
"4pc_010","ranger","0.81541882345295","AUC","5.30400000000009"
"4pc_010","ranger","0.88681653874654","COR","5.30400000000009"
"4pc_010","ranger-tuned","0.817093869268179","AUC","102.243"
"4pc_010","ranger-tuned","0.872925875793248","COR","102.243"
