"species","model","value","metric","time"
"4pc_048","Regression","0.688750193089699","AUC","3177.61700000001"
"4pc_048","Regression","0.144410513341989","COR","3177.61700000001"
"4pc_048","Equal-sample","0.833051974062119","AUC","1.42099999999482"
"4pc_048","Equal-sample","0.767582392891976","COR","1.42099999999482"
"4pc_048","Default","0.600437987614196","AUC","80.5010000000038"
"4pc_048","Default","0.142610528312719","COR","80.5010000000038"
"4pc_048","Down-sample","0.832305444159798","AUC","7.62200000000303"
"4pc_048","Down-sample","0.762862700537442","COR","7.62200000000303"
"4pc_048","Weighted","0.598658051689911","AUC","193.257999999994"
"4pc_048","Weighted","0.157633964578384","COR","193.257999999994"
"4pc_048","ranger","0.800480417194113","AUC","5.20899999999529"
"4pc_048","ranger","0.659538313117737","COR","5.20899999999529"
"4pc_048","ranger-tuned","0.818768184702751","AUC","101.669999999998"
"4pc_048","ranger-tuned","0.715767059036962","COR","101.669999999998"
