"species","model","value","metric","time"
"4pc_007","Regression","0.832521323534974","AUC","368.184"
"4pc_007","Regression","0.220809003547376","COR","368.184"
"4pc_007","Equal-sample","0.900583827161419","AUC","0.509000000000015"
"4pc_007","Equal-sample","0.82899819681709","COR","0.509000000000015"
"4pc_007","Default","0.607016479436676","AUC","54.2479999999996"
"4pc_007","Default","0.195827061579839","COR","54.2479999999996"
"4pc_007","Down-sample","0.906315407520645","AUC","6.77300000000014"
"4pc_007","Down-sample","0.854881918506958","COR","6.77300000000014"
"4pc_007","Weighted","0.598541619890665","AUC","61.9949999999999"
"4pc_007","Weighted","0.182042029363441","COR","61.9949999999999"
"4pc_007","ranger","0.909074243658866","AUC","5.13199999999961"
"4pc_007","ranger","0.854427065716406","COR","5.13199999999961"
"4pc_007","ranger-tuned","0.908050638297511","AUC","100.81"
"4pc_007","ranger-tuned","0.84931932035029","COR","100.81"
