"species","model","value","metric","time"
"4pc_080","Regression","0.758627308694714","AUC","491.422999999995"
"4pc_080","Regression","0.176084562403675","COR","491.422999999995"
"4pc_080","Equal-sample","0.835185898520859","AUC","1.51200000000244"
"4pc_080","Equal-sample","0.744987991632811","COR","1.51200000000244"
"4pc_080","Default","0.617648832626202","AUC","78.4140000000043"
"4pc_080","Default","0.159664574460027","COR","78.4140000000043"
"4pc_080","Down-sample","0.833032759616894","AUC","7.3799999999901"
"4pc_080","Down-sample","0.745457543186525","COR","7.3799999999901"
"4pc_080","Weighted","0.620710744975357","AUC","168.763000000006"
"4pc_080","Weighted","0.192528841013059","COR","168.763000000006"
"4pc_080","ranger","0.82588894595574","AUC","7.08600000001024"
"4pc_080","ranger","0.684948491647981","COR","7.08600000001024"
"4pc_080","ranger-tuned","0.835297924647106","AUC","98.4470000000001"
"4pc_080","ranger-tuned","0.743021258940008","COR","98.4470000000001"
