"species","model","value","metric","time"
"4pc_017","Regression","0.850533550220359","AUC","931.940999999999"
"4pc_017","Regression","0.163660465664803","COR","931.940999999999"
"4pc_017","Equal-sample","0.914289107524348","AUC","0.5049999999992"
"4pc_017","Equal-sample","0.824178257372227","COR","0.5049999999992"
"4pc_017","Default","0.604064521122453","AUC","53.9340000000011"
"4pc_017","Default","0.180163788687408","COR","53.9340000000011"
"4pc_017","Down-sample","0.916227594078373","AUC","7.12599999999838"
"4pc_017","Down-sample","0.853298809907117","COR","7.12599999999838"
"4pc_017","Weighted","0.570265793233659","AUC","62.4979999999996"
"4pc_017","Weighted","0.143809122037239","COR","62.4979999999996"
"4pc_017","ranger","0.906450406492633","AUC","6.95800000000054"
"4pc_017","ranger","0.779116308106991","COR","6.95800000000054"
"4pc_017","ranger-tuned","0.909839746234487","AUC","103.092000000001"
"4pc_017","ranger-tuned","0.855446691357869","COR","103.092000000001"
