"species","model","value","metric","time"
"4pc_042","Regression","0.709852463284777","AUC","607.682000000001"
"4pc_042","Regression","0.149049746649817","COR","607.682000000001"
"4pc_042","Equal-sample","0.80986987473714","AUC","3.50299999999697"
"4pc_042","Equal-sample","0.756278953449926","COR","3.50299999999697"
"4pc_042","Default","0.647757248428503","AUC","93.135000000002"
"4pc_042","Default","0.139110165338385","COR","93.135000000002"
"4pc_042","Down-sample","0.814647531024043","AUC","8.17500000000291"
"4pc_042","Down-sample","0.759724386628907","COR","8.17500000000291"
"4pc_042","Weighted","0.626467523995457","AUC","284.724999999999"
"4pc_042","Weighted","0.156584316355566","COR","284.724999999999"
"4pc_042","ranger","0.838760169426415","AUC","4.6929999999993"
"4pc_042","ranger","0.813098441822404","COR","4.6929999999993"
"4pc_042","ranger-tuned","0.837815255775836","AUC","110.867999999995"
"4pc_042","ranger-tuned","0.813269849668834","COR","110.867999999995"
