"species","model","value","metric","time"
"4pc_028","Regression","0.601041705979041","AUC","772.181"
"4pc_028","Regression","0.101220819369946","COR","772.181"
"4pc_028","Equal-sample","0.67852807644522","AUC","4.02700000000186"
"4pc_028","Equal-sample","0.632171775268203","COR","4.02700000000186"
"4pc_028","Default","0.562672721252144","AUC","95.7389999999978"
"4pc_028","Default","0.0897526986659817","COR","95.7389999999978"
"4pc_028","Down-sample","0.674897052216856","AUC","8.43700000000172"
"4pc_028","Down-sample","0.571668190720063","COR","8.43700000000172"
"4pc_028","Weighted","0.565307476611383","AUC","305.368999999999"
"4pc_028","Weighted","0.118648084879893","COR","305.368999999999"
"4pc_028","ranger","0.760554746386939","AUC","4.44599999999991"
"4pc_028","ranger","0.860141710724702","COR","4.44599999999991"
"4pc_028","ranger-tuned","0.755734382885795","AUC","116.278999999999"
"4pc_028","ranger-tuned","0.837304636520579","COR","116.278999999999"
