"species","model","value","metric","time"
"4pc_064","Regression","0.677393262895465","AUC","469.982000000004"
"4pc_064","Regression","0.126624171722733","COR","469.982000000004"
"4pc_064","Equal-sample","0.784280327443825","AUC","0.792000000001281"
"4pc_064","Equal-sample","0.625881587097471","COR","0.792000000001281"
"4pc_064","Default","0.563158157824596","AUC","66.7299999999959"
"4pc_064","Default","0.125323386019009","COR","66.7299999999959"
"4pc_064","Down-sample","0.782757565015632","AUC","7.19400000000314"
"4pc_064","Down-sample","0.632536420379958","COR","7.19400000000314"
"4pc_064","Weighted","0.563953824767572","AUC","145.118999999999"
"4pc_064","Weighted","0.155687010329157","COR","145.118999999999"
"4pc_064","ranger","0.793986255679804","AUC","5.16899999999441"
"4pc_064","ranger","0.532535371738265","COR","5.16899999999441"
"4pc_064","ranger-tuned","0.79529607123082","AUC","107.741000000002"
"4pc_064","ranger-tuned","0.566144423492876","COR","107.741000000002"
