"species","model","value","metric","time"
"4pc_078","Regression","0.82047260913185","AUC","356.319000000003"
"4pc_078","Regression","0.15680362280336","COR","356.319000000003"
"4pc_078","Equal-sample","0.92958518842628","AUC","0.373999999996158"
"4pc_078","Equal-sample","0.861807019925472","COR","0.373999999996158"
"4pc_078","Default","0.606591943444669","AUC","44.0280000000057"
"4pc_078","Default","0.15689273898397","COR","44.0280000000057"
"4pc_078","Down-sample","0.92336933788321","AUC","6.37600000000384"
"4pc_078","Down-sample","0.826442982973068","COR","6.37600000000384"
"4pc_078","Weighted","0.564544401046568","AUC","42.773000000001"
"4pc_078","Weighted","0.161366587785596","COR","42.773000000001"
"4pc_078","ranger","0.922276720840807","AUC","5.0280000000057"
"4pc_078","ranger","0.839017453325687","COR","5.0280000000057"
"4pc_078","ranger-tuned","0.925425730500087","AUC","92.4220000000059"
"4pc_078","ranger-tuned","0.76189405351427","COR","92.4220000000059"
