"species","model","value","metric","time"
"4pc_052","Regression","0.776519899215923","AUC","574.637999999999"
"4pc_052","Regression","0.19011693620505","COR","574.637999999999"
"4pc_052","Equal-sample","0.877296365288445","AUC","2.63700000000244"
"4pc_052","Equal-sample","0.877346588135252","COR","2.63700000000244"
"4pc_052","Default","0.662302619437626","AUC","77.1900000000023"
"4pc_052","Default","0.179401422340543","COR","77.1900000000023"
"4pc_052","Down-sample","0.869267697447848","AUC","7.94599999999627"
"4pc_052","Down-sample","0.847347564789595","COR","7.94599999999627"
"4pc_052","Weighted","0.655907495623328","AUC","186.321000000004"
"4pc_052","Weighted","0.193472235924566","COR","186.321000000004"
"4pc_052","ranger","0.894430074639682","AUC","5.18600000000151"
"4pc_052","ranger","0.875654468767446","COR","5.18600000000151"
"4pc_052","ranger-tuned","0.891622035366703","AUC","100.815999999999"
"4pc_052","ranger-tuned","0.90759834757775","COR","100.815999999999"
