"species","model","value","metric","time"
"4pc_076","Regression","0.869129745479478","AUC","826.154999999999"
"4pc_076","Regression","0.234069831543976","COR","826.154999999999"
"4pc_076","Equal-sample","0.914054764077192","AUC","1.06999999999243"
"4pc_076","Equal-sample","0.898278490703034","COR","1.06999999999243"
"4pc_076","Default","0.688020799201464","AUC","67.6860000000015"
"4pc_076","Default","0.224474624108464","COR","67.6860000000015"
"4pc_076","Down-sample","0.916941911737705","AUC","7.2560000000085"
"4pc_076","Down-sample","0.897620116679074","COR","7.2560000000085"
"4pc_076","Weighted","0.629500000360102","AUC","150.157999999996"
"4pc_076","Weighted","0.209741496332259","COR","150.157999999996"
"4pc_076","ranger","0.933839822671726","AUC","6.70500000000175"
"4pc_076","ranger","0.940245133979156","COR","6.70500000000175"
"4pc_076","ranger-tuned","0.940643834018302","AUC","108.701000000001"
"4pc_076","ranger-tuned","0.957510583203005","COR","108.701000000001"
