"species","model","value","metric","time"
"4pc_039","Regression","0.842545337952872","AUC","548.377"
"4pc_039","Regression","0.18726767625561","COR","548.377"
"4pc_039","Equal-sample","0.902408707806716","AUC","2.00100000000384"
"4pc_039","Equal-sample","0.887202588200143","COR","2.00100000000384"
"4pc_039","Default","0.688722610421075","AUC","75.8709999999992"
"4pc_039","Default","0.174646664124202","COR","75.8709999999992"
"4pc_039","Down-sample","0.896353482680879","AUC","7.89400000000023"
"4pc_039","Down-sample","0.862415858158283","COR","7.89400000000023"
"4pc_039","Weighted","0.640409669535405","AUC","175.456999999995"
"4pc_039","Weighted","0.168662154039344","COR","175.456999999995"
"4pc_039","ranger","0.919759042779007","AUC","6.50599999999395"
"4pc_039","ranger","0.929866806523876","COR","6.50599999999395"
"4pc_039","ranger-tuned","0.915193152517239","AUC","113.328999999998"
"4pc_039","ranger-tuned","0.921760334821847","COR","113.328999999998"
