"species","model","value","metric","time"
"4pc_040","Regression","0.898013577416201","AUC","428.155999999995"
"4pc_040","Regression","0.19295404436049","COR","428.155999999995"
"4pc_040","Equal-sample","0.944120553723161","AUC","0.983000000000175"
"4pc_040","Equal-sample","0.918893581753149","COR","0.983000000000175"
"4pc_040","Default","0.67157595301448","AUC","59.877999999997"
"4pc_040","Default","0.19248337509374","COR","59.877999999997"
"4pc_040","Down-sample","0.946116213200589","AUC","7.37700000000041"
"4pc_040","Down-sample","0.917086576298252","COR","7.37700000000041"
"4pc_040","Weighted","0.627344801795103","AUC","96.476999999999"
"4pc_040","Weighted","0.17524677000228","COR","96.476999999999"
"4pc_040","ranger","0.961765064106496","AUC","5.29499999999825"
"4pc_040","ranger","0.953933171378822","COR","5.29499999999825"
"4pc_040","ranger-tuned","0.959222466087111","AUC","100.113000000005"
"4pc_040","ranger-tuned","0.967086119936154","COR","100.113000000005"
