"species","model","value","metric","time"
"4pc_011","Regression","0.862611689357201","AUC","488.885"
"4pc_011","Regression","0.200626502901481","COR","488.885"
"4pc_011","Equal-sample","0.92727925074687","AUC","1.06899999999951"
"4pc_011","Equal-sample","0.917096027405298","COR","1.06899999999951"
"4pc_011","Default","0.668425653332479","AUC","60.5989999999983"
"4pc_011","Default","0.185309883860801","COR","60.5989999999983"
"4pc_011","Down-sample","0.926432258763819","AUC","7.20499999999993"
"4pc_011","Down-sample","0.913992236437197","COR","7.20499999999993"
"4pc_011","Weighted","0.629082514120611","AUC","101.786"
"4pc_011","Weighted","0.191326932909117","COR","101.786"
"4pc_011","ranger","0.92615310449999","AUC","5.19300000000112"
"4pc_011","ranger","0.88564292747368","COR","5.19300000000112"
"4pc_011","ranger-tuned","0.933376231711806","AUC","104.18"
"4pc_011","ranger-tuned","0.937519993250392","COR","104.18"
