"species","model","value","metric","time"
"4pc_075","Regression","0.862457495532199","AUC","372.930999999997"
"4pc_075","Regression","0.207310206771315","COR","372.930999999997"
"4pc_075","Equal-sample","0.920597843197497","AUC","0.735000000000582"
"4pc_075","Equal-sample","0.8915182955881","COR","0.735000000000582"
"4pc_075","Default","0.641277420600265","AUC","57.0360000000073"
"4pc_075","Default","0.203696079457517","COR","57.0360000000073"
"4pc_075","Down-sample","0.923043932709856","AUC","6.88200000001234"
"4pc_075","Down-sample","0.913985803719668","COR","6.88200000001234"
"4pc_075","Weighted","0.599514554740074","AUC","82.4600000000064"
"4pc_075","Weighted","0.149155277650654","COR","82.4600000000064"
"4pc_075","ranger","0.92628830955741","AUC","5.07700000000477"
"4pc_075","ranger","0.877334483090851","COR","5.07700000000477"
"4pc_075","ranger-tuned","0.936459411345215","AUC","104.810000000012"
"4pc_075","ranger-tuned","0.94914466207585","COR","104.810000000012"
