"species","model","value","metric","time"
"4pc_093","Regression","0.890341164011545","AUC","532.771999999997"
"4pc_093","Regression","0.197451591472388","COR","532.771999999997"
"4pc_093","Equal-sample","0.94512157275835","AUC","1.28699999999662"
"4pc_093","Equal-sample","0.942442269262479","COR","1.28699999999662"
"4pc_093","Default","0.67681964161661","AUC","62.7010000000009"
"4pc_093","Default","0.185527213652848","COR","62.7010000000009"
"4pc_093","Down-sample","0.94140541432886","AUC","7.28500000000349"
"4pc_093","Down-sample","0.930928023047632","COR","7.28500000000349"
"4pc_093","Weighted","0.635984378947201","AUC","117.172000000006"
"4pc_093","Weighted","0.183689573218339","COR","117.172000000006"
"4pc_093","ranger","0.951869049870303","AUC","4.16700000000128"
"4pc_093","ranger","0.942728320182897","COR","4.16700000000128"
"4pc_093","ranger-tuned","0.95259129141141","AUC","100.414999999994"
"4pc_093","ranger-tuned","0.940785697148769","COR","100.414999999994"
