"species","model","value","metric"
"4pc_032","Regression","0.00182822393510875","AUC"
"4pc_032","Regression","0.00221103655890278","COR"
"4pc_032","Equal-sample","0.00966183145017555","AUC"
"4pc_032","Equal-sample","0.0188147723298726","COR"
"4pc_032","Default","0.00608401309569236","AUC"
"4pc_032","Default","0.00215103471549445","COR"
"4pc_032","Down-sample","0.00155537374394242","AUC"
"4pc_032","Down-sample","0.00305299880360174","COR"
"4pc_032","Weighted","0.00235744650498608","AUC"
"4pc_032","Weighted","0.00161551629314133","COR"
"4pc_032","Ranger","0.0016657763478022","AUC"
"4pc_032","Ranger","0.00273976988413958","COR"
"4pc_032","Ranger-tuned","0.00341035292389549","AUC"
"4pc_032","Ranger-tuned","0.00954074774607984","COR"
