"species","model","value","metric"
"4pc_029","Regression","0.00688763560257628","AUC"
"4pc_029","Regression","0.00154518426362867","COR"
"4pc_029","Equal-sample","0.0144710132090914","AUC"
"4pc_029","Equal-sample","0.0298394047128558","COR"
"4pc_029","Default","0.00458490626847082","AUC"
"4pc_029","Default","0.00168394867351724","COR"
"4pc_029","Down-sample","0.00184125207757368","AUC"
"4pc_029","Down-sample","0.00432759238213115","COR"
"4pc_029","Weighted","0.00341651709379316","AUC"
"4pc_029","Weighted","0.00138353412968654","COR"
"4pc_029","Ranger","0.00121106355631644","AUC"
"4pc_029","Ranger","0.00444513365901807","COR"
"4pc_029","Ranger-tuned","0.00367084159251963","AUC"
"4pc_029","Ranger-tuned","0.0333295121541027","COR"
