"species","model","value","metric"
"4pc_042","Regression","0.00285451958406877","AUC"
"4pc_042","Regression","0.002047611128232","COR"
"4pc_042","Equal-sample","0.00663560222486429","AUC"
"4pc_042","Equal-sample","0.0181899562528141","COR"
"4pc_042","Default","0.00358963804854988","AUC"
"4pc_042","Default","0.00278634685677943","COR"
"4pc_042","Down-sample","0.00211507522210631","AUC"
"4pc_042","Down-sample","0.00463881382714005","COR"
"4pc_042","Weighted","0.00344676281544369","AUC"
"4pc_042","Weighted","0.00232505599977867","COR"
"4pc_042","Ranger","0.000950556640598013","AUC"
"4pc_042","Ranger","0.00157317430206238","COR"
"4pc_042","Ranger-tuned","0.00133637642481929","AUC"
"4pc_042","Ranger-tuned","0.00493726329088046","COR"
