"species","model","value","metric"
"4pc_026","Regression","0.00315598593163424","AUC"
"4pc_026","Regression","0.00281530199777268","COR"
"4pc_026","Equal-sample","0.00462248760635102","AUC"
"4pc_026","Equal-sample","0.0119403662556791","COR"
"4pc_026","Default","0.00444967715738256","AUC"
"4pc_026","Default","0.00434185806036015","COR"
"4pc_026","Down-sample","0.000551425685508764","AUC"
"4pc_026","Down-sample","0.00184338336541283","COR"
"4pc_026","Weighted","0.00288523432140951","AUC"
"4pc_026","Weighted","0.00371068340039541","COR"
"4pc_026","Ranger","0.000719343503786723","AUC"
"4pc_026","Ranger","0.00298169054717785","COR"
"4pc_026","Ranger-tuned","0.00334888104795322","AUC"
"4pc_026","Ranger-tuned","0.0171106973859439","COR"
