"species","model","value","metric"
"4pc_050","Regression","0.00385363463675613","AUC"
"4pc_050","Regression","0.00183713123764688","COR"
"4pc_050","Equal-sample","0.00425514592870532","AUC"
"4pc_050","Equal-sample","0.00986171324179361","COR"
"4pc_050","Default","0.00115218384817998","AUC"
"4pc_050","Default","0.00197044196709364","COR"
"4pc_050","Down-sample","0.000922342330236849","AUC"
"4pc_050","Down-sample","0.0024758410697294","COR"
"4pc_050","Weighted","0.00394159019072466","AUC"
"4pc_050","Weighted","0.00191581851591929","COR"
"4pc_050","Ranger","0.000666018168764463","AUC"
"4pc_050","Ranger","0.00271208318859233","COR"
"4pc_050","Ranger-tuned","0.00222314948371466","AUC"
"4pc_050","Ranger-tuned","0.022954058856979","COR"
