"species","model","value","metric"
"4pc_061","Regression","0.00708213287395327","AUC"
"4pc_061","Regression","0.00112181401993479","COR"
"4pc_061","Equal-sample","0.00358126863408067","AUC"
"4pc_061","Equal-sample","0.00879785362655802","COR"
"4pc_061","Default","0.00411527971402588","AUC"
"4pc_061","Default","0.00239705869583008","COR"
"4pc_061","Down-sample","0.00118873897864768","AUC"
"4pc_061","Down-sample","0.00190948069319089","COR"
"4pc_061","Weighted","0.00256756652416436","AUC"
"4pc_061","Weighted","0.00290654543564769","COR"
"4pc_061","Ranger","0.000575652951374783","AUC"
"4pc_061","Ranger","0.00185101969249891","COR"
"4pc_061","Ranger-tuned","0.00106375860483771","AUC"
"4pc_061","Ranger-tuned","0.00490461964861999","COR"
