"species","model","value","metric"
"4pc_006","Regression","0.00330270550152458","AUC"
"4pc_006","Regression","0.00294477277621763","COR"
"4pc_006","Equal-sample","0.00362714173609041","AUC"
"4pc_006","Equal-sample","0.00924068741146603","COR"
"4pc_006","Default","0.00338654353733301","AUC"
"4pc_006","Default","0.00295530499446118","COR"
"4pc_006","Down-sample","0.00122596445684234","AUC"
"4pc_006","Down-sample","0.00254214795543306","COR"
"4pc_006","Weighted","0.00245591023283181","AUC"
"4pc_006","Weighted","0.00296128235242718","COR"
"4pc_006","Ranger","0.000929088702949603","AUC"
"4pc_006","Ranger","0.00304415832662539","COR"
"4pc_006","Ranger-tuned","0.00228824817584338","AUC"
"4pc_006","Ranger-tuned","0.0112099730480813","COR"
