"species","model","value","metric"
"4pc_063","Regression","0.00416399838957155","AUC"
"4pc_063","Regression","0.00604826807050287","COR"
"4pc_063","Equal-sample","0.00789396051999832","AUC"
"4pc_063","Equal-sample","0.0239445973929975","COR"
"4pc_063","Default","0.00405132259076066","AUC"
"4pc_063","Default","0.00301505367917988","COR"
"4pc_063","Down-sample","0.00239106710291763","AUC"
"4pc_063","Down-sample","0.00704336657027351","COR"
"4pc_063","Weighted","0.00298973454060835","AUC"
"4pc_063","Weighted","0.00260603683925545","COR"
"4pc_063","Ranger","0.00170850031736611","AUC"
"4pc_063","Ranger","0.00386966096291376","COR"
"4pc_063","Ranger-tuned","0.00436488078585618","AUC"
"4pc_063","Ranger-tuned","0.0150499272626608","COR"
