"species","model","value","metric"
"4pc_010","Regression","0.0038999926143991","AUC"
"4pc_010","Regression","0.00250013138150621","COR"
"4pc_010","Equal-sample","0.00893075329871587","AUC"
"4pc_010","Equal-sample","0.0205813298974429","COR"
"4pc_010","Default","0.00566152929112427","AUC"
"4pc_010","Default","0.00167667720897199","COR"
"4pc_010","Down-sample","0.00136699282859549","AUC"
"4pc_010","Down-sample","0.00212668749440231","COR"
"4pc_010","Weighted","0.00412945916340441","AUC"
"4pc_010","Weighted","0.0018373447753952","COR"
"4pc_010","Ranger","0.000816324860748157","AUC"
"4pc_010","Ranger","0.00186333106879361","COR"
"4pc_010","Ranger-tuned","0.00121907422033194","AUC"
"4pc_010","Ranger-tuned","0.00274996063095453","COR"
