"species","model","value","metric"
"4pc_030","Regression","0.0030038518929452","AUC"
"4pc_030","Regression","0.00139078181925966","COR"
"4pc_030","Equal-sample","0.00306434278676469","AUC"
"4pc_030","Equal-sample","0.00670267224762038","COR"
"4pc_030","Default","0.00498087572504016","AUC"
"4pc_030","Default","0.000893990800149478","COR"
"4pc_030","Down-sample","0.00113135618790055","AUC"
"4pc_030","Down-sample","0.00165249678306668","COR"
"4pc_030","Weighted","0.0038363451220639","AUC"
"4pc_030","Weighted","0.00211619069764785","COR"
"4pc_030","Ranger","0.000330318999663196","AUC"
"4pc_030","Ranger","0.00118627560667819","COR"
"4pc_030","Ranger-tuned","0.00581722468569706","AUC"
"4pc_030","Ranger-tuned","0.0240947581126344","COR"
