"species","model","value","metric"
"4pc_027","Regression","0.00411018512801139","AUC"
"4pc_027","Regression","0.00150047182755264","COR"
"4pc_027","Equal-sample","0.00589333253794162","AUC"
"4pc_027","Equal-sample","0.0110150308522382","COR"
"4pc_027","Default","0.00539489757494345","AUC"
"4pc_027","Default","0.0014043022287813","COR"
"4pc_027","Down-sample","0.00123200509695286","AUC"
"4pc_027","Down-sample","0.00275905100084904","COR"
"4pc_027","Weighted","0.00422920995232239","AUC"
"4pc_027","Weighted","0.00148102152961164","COR"
"4pc_027","Ranger","0.000802769242119533","AUC"
"4pc_027","Ranger","0.000866180697766755","COR"
"4pc_027","Ranger-tuned","0.00109726946945522","AUC"
"4pc_027","Ranger-tuned","0.0149542806020995","COR"
