"species","model","value","metric"
"4pc_093","Regression","0.00243030864066214","AUC"
"4pc_093","Regression","0.00409801099398739","COR"
"4pc_093","Equal-sample","0.00187485933039484","AUC"
"4pc_093","Equal-sample","0.00453492954676045","COR"
"4pc_093","Default","0.00216289117020924","AUC"
"4pc_093","Default","0.00295437588125138","COR"
"4pc_093","Down-sample","0.000484304245438601","AUC"
"4pc_093","Down-sample","0.00139423874714744","COR"
"4pc_093","Weighted","0.00305328078551917","AUC"
"4pc_093","Weighted","0.00254077344596269","COR"
"4pc_093","Ranger","0.00018855500890056","AUC"
"4pc_093","Ranger","0.000864569107480621","COR"
"4pc_093","Ranger-tuned","0.00188286359104228","AUC"
"4pc_093","Ranger-tuned","0.0292532330406561","COR"
