"species","model","value","metric"
"4pc_021","Regression","0.0034236916077","AUC"
"4pc_021","Regression","0.00302630968385702","COR"
"4pc_021","Equal-sample","0.0061303514988903","AUC"
"4pc_021","Equal-sample","0.0136700092615338","COR"
"4pc_021","Default","0.00356612450649276","AUC"
"4pc_021","Default","0.00265538111849342","COR"
"4pc_021","Down-sample","0.000850740010288947","AUC"
"4pc_021","Down-sample","0.0020020334813891","COR"
"4pc_021","Weighted","0.00231205934734912","AUC"
"4pc_021","Weighted","0.00304648560948021","COR"
"4pc_021","Ranger","0.00127729036902838","AUC"
"4pc_021","Ranger","0.00301223903510239","COR"
"4pc_021","Ranger-tuned","0.00528903241053176","AUC"
"4pc_021","Ranger-tuned","0.0486766173866762","COR"
