"species","model","value","metric"
"4pc_038","Regression","0.00418602832561744","AUC"
"4pc_038","Regression","0.00253164056695005","COR"
"4pc_038","Equal-sample","0.00997358549844726","AUC"
"4pc_038","Equal-sample","0.024980409263244","COR"
"4pc_038","Default","0.00454821308546274","AUC"
"4pc_038","Default","0.00357736752630964","COR"
"4pc_038","Down-sample","0.0020612780922606","AUC"
"4pc_038","Down-sample","0.00481543106709867","COR"
"4pc_038","Weighted","0.00422926918726522","AUC"
"4pc_038","Weighted","0.00157419311659322","COR"
"4pc_038","Ranger","0.00183241644623449","AUC"
"4pc_038","Ranger","0.00395203272240521","COR"
"4pc_038","Ranger-tuned","0.00598330263613905","AUC"
"4pc_038","Ranger-tuned","0.0196056329107945","COR"
