"species","model","value","metric"
"4pc_064","Regression","0.00482069629293235","AUC"
"4pc_064","Regression","0.00308347884653084","COR"
"4pc_064","Equal-sample","0.0115111545738601","AUC"
"4pc_064","Equal-sample","0.024943745376411","COR"
"4pc_064","Default","0.00564114220680679","AUC"
"4pc_064","Default","0.00281160215817519","COR"
"4pc_064","Down-sample","0.00210580948338233","AUC"
"4pc_064","Down-sample","0.00520673630441194","COR"
"4pc_064","Weighted","0.00189729160923639","AUC"
"4pc_064","Weighted","0.00632206196117193","COR"
"4pc_064","Ranger","0.00220469600871814","AUC"
"4pc_064","Ranger","0.00488545345617612","COR"
"4pc_064","Ranger-tuned","0.00827969692538171","AUC"
"4pc_064","Ranger-tuned","0.024405384201528","COR"
