"species","model","value","metric"
"4pc_008","Regression","0.00113339036707978","AUC"
"4pc_008","Regression","0.00411369928728652","COR"
"4pc_008","Equal-sample","0.00881643896442454","AUC"
"4pc_008","Equal-sample","0.0104056480253578","COR"
"4pc_008","Default","0.0052328634837158","AUC"
"4pc_008","Default","0.00833097090951699","COR"
"4pc_008","Down-sample","0.00235889207306361","AUC"
"4pc_008","Down-sample","0.00215145908699077","COR"
"4pc_008","Weighted","0.00269664658647785","AUC"
"4pc_008","Weighted","0.00329607723293887","COR"
"4pc_008","Ranger","0.00110528498737285","AUC"
"4pc_008","Ranger","0.00127395033637195","COR"
"4pc_008","Ranger-tuned","0.000964404411766307","AUC"
"4pc_008","Ranger-tuned","0.0137783761689409","COR"
