"species","model","value","metric"
"4pc_040","Regression","0.00159664229603331","AUC"
"4pc_040","Regression","0.00389856871965323","COR"
"4pc_040","Equal-sample","0.00252861140573553","AUC"
"4pc_040","Equal-sample","0.00719928458943843","COR"
"4pc_040","Default","0.00288642841016776","AUC"
"4pc_040","Default","0.00327537870179332","COR"
"4pc_040","Down-sample","0.00073732464978308","AUC"
"4pc_040","Down-sample","0.00232058550458381","COR"
"4pc_040","Weighted","0.00331784542600046","AUC"
"4pc_040","Weighted","0.00283060954707901","COR"
"4pc_040","Ranger","0.000225095970131459","AUC"
"4pc_040","Ranger","0.000632366081869212","COR"
"4pc_040","Ranger-tuned","0.00202674941420997","AUC"
"4pc_040","Ranger-tuned","0.00773586997255794","COR"
