"species","model","value","metric"
"4pc_031","Regression","0.00462713036844559","AUC"
"4pc_031","Regression","0.00202432393416691","COR"
"4pc_031","Equal-sample","0.0102351576381329","AUC"
"4pc_031","Equal-sample","0.0292344792228934","COR"
"4pc_031","Default","0.00401406860988164","AUC"
"4pc_031","Default","0.00258586026999559","COR"
"4pc_031","Down-sample","0.001409985330609","AUC"
"4pc_031","Down-sample","0.00348707313549798","COR"
"4pc_031","Weighted","0.00239222267830605","AUC"
"4pc_031","Weighted","0.00219056343666073","COR"
"4pc_031","Ranger","0.00162217611417266","AUC"
"4pc_031","Ranger","0.00324268229490957","COR"
"4pc_031","Ranger-tuned","0.00561865867416897","AUC"
"4pc_031","Ranger-tuned","0.00726287721847033","COR"
