"species","model","value","metric"
"4pc_048","Regression","0.00385177514576102","AUC"
"4pc_048","Regression","0.00245200728169493","COR"
"4pc_048","Equal-sample","0.00667365870826045","AUC"
"4pc_048","Equal-sample","0.0178991285579104","COR"
"4pc_048","Default","0.00535447169751532","AUC"
"4pc_048","Default","0.00316306985217368","COR"
"4pc_048","Down-sample","0.00158704573499776","AUC"
"4pc_048","Down-sample","0.0033959352188151","COR"
"4pc_048","Weighted","0.00308077134711923","AUC"
"4pc_048","Weighted","0.00210431484615699","COR"
"4pc_048","Ranger","0.00149860112825877","AUC"
"4pc_048","Ranger","0.00253621571841212","COR"
"4pc_048","Ranger-tuned","0.00366550790326753","AUC"
"4pc_048","Ranger-tuned","0.00636048484401929","COR"
