"species","model","value","metric"
"4pc_081","Regression","0.00338108103248884","AUC"
"4pc_081","Regression","0.00439590230866277","COR"
"4pc_081","Equal-sample","0.00391472841821764","AUC"
"4pc_081","Equal-sample","0.0066377571664823","COR"
"4pc_081","Default","0.00396418369796283","AUC"
"4pc_081","Default","0.00317795184682353","COR"
"4pc_081","Down-sample","0.000667545873898895","AUC"
"4pc_081","Down-sample","0.00155757990971565","COR"
"4pc_081","Weighted","0.00134832145812748","AUC"
"4pc_081","Weighted","0.00407191677275089","COR"
"4pc_081","Ranger","0.000734852833927274","AUC"
"4pc_081","Ranger","0.000974874490104844","COR"
"4pc_081","Ranger-tuned","0.00727984745665329","AUC"
"4pc_081","Ranger-tuned","0.0445330557937152","COR"
