"species","model","value","metric"
"4pc_037","Regression","0.00448218485675645","AUC"
"4pc_037","Regression","0.00212958616881786","COR"
"4pc_037","Equal-sample","0.0141199586828967","AUC"
"4pc_037","Equal-sample","0.026417040752969","COR"
"4pc_037","Default","0.00603448163574796","AUC"
"4pc_037","Default","0.00206776612969043","COR"
"4pc_037","Down-sample","0.0020918636833798","AUC"
"4pc_037","Down-sample","0.00352140321717507","COR"
"4pc_037","Weighted","0.00298118025806935","AUC"
"4pc_037","Weighted","0.00204739306719679","COR"
"4pc_037","Ranger","0.00223578718303768","AUC"
"4pc_037","Ranger","0.00310689340926431","COR"
"4pc_037","Ranger-tuned","0.0173351388995081","AUC"
"4pc_037","Ranger-tuned","0.0409257724010307","COR"
