"species","model","value","metric"
"4pc_065","Regression","0.00168246419178664","AUC"
"4pc_065","Regression","0.00319059785148919","COR"
"4pc_065","Equal-sample","0.00417366027119829","AUC"
"4pc_065","Equal-sample","0.00947426955458499","COR"
"4pc_065","Default","0.00271714654007414","AUC"
"4pc_065","Default","0.00407645397635609","COR"
"4pc_065","Down-sample","0.000468890926740724","AUC"
"4pc_065","Down-sample","0.00140861153057311","COR"
"4pc_065","Weighted","0.00391291906958665","AUC"
"4pc_065","Weighted","0.00209870374124467","COR"
"4pc_065","Ranger","0.00104490741420284","AUC"
"4pc_065","Ranger","0.00152321815212557","COR"
"4pc_065","Ranger-tuned","0.000289920495146719","AUC"
"4pc_065","Ranger-tuned","0.000953052610791175","COR"
