"species","model","value","metric"
"4pc_035","Regression","0.00341474263758915","AUC"
"4pc_035","Regression","0.00258836516357813","COR"
"4pc_035","Equal-sample","0.00307204602382514","AUC"
"4pc_035","Equal-sample","0.00887938506059441","COR"
"4pc_035","Default","0.00454959908550018","AUC"
"4pc_035","Default","0.0031082179017666","COR"
"4pc_035","Down-sample","0.000334864359966217","AUC"
"4pc_035","Down-sample","0.000982848098516722","COR"
"4pc_035","Weighted","0.00429232252949951","AUC"
"4pc_035","Weighted","0.00391062798472933","COR"
"4pc_035","Ranger","0.000559668489763184","AUC"
"4pc_035","Ranger","0.00217901724364729","COR"
"4pc_035","Ranger-tuned","0.0125210138372839","AUC"
"4pc_035","Ranger-tuned","0.0615446284809357","COR"
