"species","model","value","metric"
"4pc_002","Regression","0.00162872464146176","AUC"
"4pc_002","Regression","0.00755455713032004","COR"
"4pc_002","Equal-sample","0.00143344112384919","AUC"
"4pc_002","Equal-sample","0.0102443221923133","COR"
"4pc_002","Default","0.00598757029797561","AUC"
"4pc_002","Default","0.00842479608685948","COR"
"4pc_002","Down-sample","0.000669901643915458","AUC"
"4pc_002","Down-sample","0.00179784990406285","COR"
"4pc_002","Weighted","0.00468238623124125","AUC"
"4pc_002","Weighted","0.00719891666043498","COR"
"4pc_002","Ranger","0.00059912926700222","AUC"
"4pc_002","Ranger","0.00221208686384248","COR"
"4pc_002","Ranger-tuned","0.000455597701196839","AUC"
"4pc_002","Ranger-tuned","0.00198681330145161","COR"
