"species","model","value","metric"
"4pc_085","Regression","0.00510686661350956","AUC"
"4pc_085","Regression","0.00401017559152226","COR"
"4pc_085","Equal-sample","0.00636540319932309","AUC"
"4pc_085","Equal-sample","0.0161572566782881","COR"
"4pc_085","Default","0.00412354795454597","AUC"
"4pc_085","Default","0.00209693518091094","COR"
"4pc_085","Down-sample","0.00131519981851436","AUC"
"4pc_085","Down-sample","0.00348372657416937","COR"
"4pc_085","Weighted","0.00332317881683616","AUC"
"4pc_085","Weighted","0.00375101786057614","COR"
"4pc_085","Ranger","0.000323172719683652","AUC"
"4pc_085","Ranger","0.00135458295254563","COR"
"4pc_085","Ranger-tuned","0.000767897981049403","AUC"
"4pc_085","Ranger-tuned","0.0122516421301415","COR"
