"species","model","value","metric"
"4pc_092","Regression","0.00180618190324675","AUC"
"4pc_092","Regression","0.00191711594507092","COR"
"4pc_092","Equal-sample","0.0031707355366991","AUC"
"4pc_092","Equal-sample","0.00617896253634978","COR"
"4pc_092","Default","0.0055413446898452","AUC"
"4pc_092","Default","0.00322270628833164","COR"
"4pc_092","Down-sample","0.000564669462231267","AUC"
"4pc_092","Down-sample","0.0020258762977347","COR"
"4pc_092","Weighted","0.00288660709208027","AUC"
"4pc_092","Weighted","0.00147418611433928","COR"
"4pc_092","Ranger","0.00173417934862249","AUC"
"4pc_092","Ranger","0.000722713440524414","COR"
"4pc_092","Ranger-tuned","0.00265416115469335","AUC"
"4pc_092","Ranger-tuned","0.0155880798123908","COR"
