"species","model","value","metric"
"4pc_001","Regression","0.00238715807963701","AUC"
"4pc_001","Regression","0.00231701345030425","COR"
"4pc_001","Equal-sample","0.00435243214538761","AUC"
"4pc_001","Equal-sample","0.0144178252542504","COR"
"4pc_001","Default","0.00359818217267302","AUC"
"4pc_001","Default","0.00199567512678131","COR"
"4pc_001","Down-sample","0.0013618286440261","AUC"
"4pc_001","Down-sample","0.00293017975491161","COR"
"4pc_001","Weighted","0.00378457624379712","AUC"
"4pc_001","Weighted","0.00219197800333968","COR"
"4pc_001","Ranger","0.000746032176182619","AUC"
"4pc_001","Ranger","0.00282205194577045","COR"
"4pc_001","Ranger-tuned","0.000727326401851049","AUC"
"4pc_001","Ranger-tuned","0.013111145722976","COR"
