"species","model","value","metric"
"4pc_082","Regression","0.00463260519911864","AUC"
"4pc_082","Regression","0.00313820966393554","COR"
"4pc_082","Equal-sample","0.00804439169359021","AUC"
"4pc_082","Equal-sample","0.0241377847531661","COR"
"4pc_082","Default","0.00270019045371252","AUC"
"4pc_082","Default","0.00306963484034443","COR"
"4pc_082","Down-sample","0.00130829918409948","AUC"
"4pc_082","Down-sample","0.00246832349807538","COR"
"4pc_082","Weighted","0.00390929988697","AUC"
"4pc_082","Weighted","0.00289379686279072","COR"
"4pc_082","Ranger","0.000949090509028499","AUC"
"4pc_082","Ranger","0.0025606920703384","COR"
"4pc_082","Ranger-tuned","0.00554672492487021","AUC"
"4pc_082","Ranger-tuned","0.00789292093086861","COR"
