"species","model","value","metric"
"4pc_051","Regression","0.00455987637750877","AUC"
"4pc_051","Regression","0.00417629014835088","COR"
"4pc_051","Equal-sample","0.00335829238108643","AUC"
"4pc_051","Equal-sample","0.00709587343775719","COR"
"4pc_051","Default","0.00361567821162741","AUC"
"4pc_051","Default","0.00316096457893375","COR"
"4pc_051","Down-sample","0.000544033430526873","AUC"
"4pc_051","Down-sample","0.00155838654278865","COR"
"4pc_051","Weighted","0.00486606758950833","AUC"
"4pc_051","Weighted","0.002827773988454","COR"
"4pc_051","Ranger","0.00100889191585713","AUC"
"4pc_051","Ranger","0.0015302498185073","COR"
"4pc_051","Ranger-tuned","0.00127367151981605","AUC"
"4pc_051","Ranger-tuned","0.0428464570605407","COR"
