"species","model","value","metric"
"4pc_059","Regression","0.00366780785986849","AUC"
"4pc_059","Regression","0.00186948735755895","COR"
"4pc_059","Equal-sample","0.00651660529078757","AUC"
"4pc_059","Equal-sample","0.0169491236843933","COR"
"4pc_059","Default","0.00399548468126244","AUC"
"4pc_059","Default","0.00237170675352893","COR"
"4pc_059","Down-sample","0.00124876854420775","AUC"
"4pc_059","Down-sample","0.00240076102220594","COR"
"4pc_059","Weighted","0.0046855844993949","AUC"
"4pc_059","Weighted","0.000816695188383222","COR"
"4pc_059","Ranger","0.00072009015607848","AUC"
"4pc_059","Ranger","0.00341574237429975","COR"
"4pc_059","Ranger-tuned","0.00474155722017603","AUC"
"4pc_059","Ranger-tuned","0.00692566015220128","COR"
