"species","model","value","metric"
"4pc_017","Regression","0.0029008619913875","AUC"
"4pc_017","Regression","0.00504824735157511","COR"
"4pc_017","Equal-sample","0.00467929472826947","AUC"
"4pc_017","Equal-sample","0.0200537541979593","COR"
"4pc_017","Default","0.00409803987552029","AUC"
"4pc_017","Default","0.00675262591275883","COR"
"4pc_017","Down-sample","0.00125646929102458","AUC"
"4pc_017","Down-sample","0.00355916780129527","COR"
"4pc_017","Weighted","0.00374211325162349","AUC"
"4pc_017","Weighted","0.00585972981182041","COR"
"4pc_017","Ranger","0.000901917690609737","AUC"
"4pc_017","Ranger","0.0022426190177262","COR"
"4pc_017","Ranger-tuned","0.000979303017123405","AUC"
"4pc_017","Ranger-tuned","0.00418406198352294","COR"
