"species","model","value","metric"
"4pc_024","Regression","0.00578696174895426","AUC"
"4pc_024","Regression","0.00473633800628574","COR"
"4pc_024","Equal-sample","0.01462462634621","AUC"
"4pc_024","Equal-sample","0.0318798781454422","COR"
"4pc_024","Default","0.00325575170848705","AUC"
"4pc_024","Default","0.00443144942867645","COR"
"4pc_024","Down-sample","0.00231810803773145","AUC"
"4pc_024","Down-sample","0.00434381873772463","COR"
"4pc_024","Weighted","0.00297252162625014","AUC"
"4pc_024","Weighted","0.00443741621746458","COR"
"4pc_024","Ranger","0.000841550764160037","AUC"
"4pc_024","Ranger","0.00332788217025374","COR"
"4pc_024","Ranger-tuned","0.012707501856208","AUC"
"4pc_024","Ranger-tuned","0.0509478634597345","COR"
