"species","model","value","metric"
"4pc_088","Regression","0.0054533267451476","AUC"
"4pc_088","Regression","0.00609298050582755","COR"
"4pc_088","Equal-sample","0.00972584967413659","AUC"
"4pc_088","Equal-sample","0.0234252995819276","COR"
"4pc_088","Default","0.00312921467573196","AUC"
"4pc_088","Default","0.00545068692131184","COR"
"4pc_088","Down-sample","0.0016838259739702","AUC"
"4pc_088","Down-sample","0.00414897358795728","COR"
"4pc_088","Weighted","0.00107065949622997","AUC"
"4pc_088","Weighted","0.00466142129302555","COR"
"4pc_088","Ranger","0.00126473830233494","AUC"
"4pc_088","Ranger","0.00382013628693973","COR"
"4pc_088","Ranger-tuned","0.00344889443911343","AUC"
"4pc_088","Ranger-tuned","0.0145446800938492","COR"
