"species","model","value","metric"
"4pc_089","Regression","0.0026407353132036","AUC"
"4pc_089","Regression","0.0023130706984097","COR"
"4pc_089","Equal-sample","0.00413096758211393","AUC"
"4pc_089","Equal-sample","0.00811395445946095","COR"
"4pc_089","Default","0.00312969137798925","AUC"
"4pc_089","Default","0.00301806222678575","COR"
"4pc_089","Down-sample","0.000834545777146659","AUC"
"4pc_089","Down-sample","0.00145767142752424","COR"
"4pc_089","Weighted","0.00295848736401496","AUC"
"4pc_089","Weighted","0.00284660601399926","COR"
"4pc_089","Ranger","0.000696052403929393","AUC"
"4pc_089","Ranger","0.00349590756684463","COR"
"4pc_089","Ranger-tuned","0.00221838279737227","AUC"
"4pc_089","Ranger-tuned","0.0451974452573884","COR"
