"species","model","value","metric"
"4pc_072","Regression","0.00337363814450578","AUC"
"4pc_072","Regression","0.00156932336162946","COR"
"4pc_072","Equal-sample","0.00777786739648016","AUC"
"4pc_072","Equal-sample","0.0149696738739957","COR"
"4pc_072","Default","0.00556148728098765","AUC"
"4pc_072","Default","0.00203901955051387","COR"
"4pc_072","Down-sample","0.00117002743599109","AUC"
"4pc_072","Down-sample","0.00271098564692944","COR"
"4pc_072","Weighted","0.00252110741078606","AUC"
"4pc_072","Weighted","0.00258898242623183","COR"
"4pc_072","Ranger","0.00203861553107782","AUC"
"4pc_072","Ranger","0.00353357664174997","COR"
"4pc_072","Ranger-tuned","0.00584189760649582","AUC"
"4pc_072","Ranger-tuned","0.00479196137567548","COR"
