"species","model","value","metric"
"4pc_098","Regression","0.0030356553786232","AUC"
"4pc_098","Regression","0.00770664550734397","COR"
"4pc_098","Equal-sample","0.00857051847878307","AUC"
"4pc_098","Equal-sample","0.0186123699650352","COR"
"4pc_098","Default","0.00419336310538155","AUC"
"4pc_098","Default","0.00566763537834244","COR"
"4pc_098","Down-sample","0.00116581801338778","AUC"
"4pc_098","Down-sample","0.00149322679762201","COR"
"4pc_098","Weighted","0.00441673676301708","AUC"
"4pc_098","Weighted","0.0049746771701197","COR"
"4pc_098","Ranger","0.00060082994795898","AUC"
"4pc_098","Ranger","0.00162580175376197","COR"
"4pc_098","Ranger-tuned","0.000892083407473985","AUC"
"4pc_098","Ranger-tuned","0.00496251545953249","COR"
