"species","model","value","metric"
"4pc_019","Regression","0.00194774959775832","AUC"
"4pc_019","Regression","0.00326834043445005","COR"
"4pc_019","Equal-sample","0.0076364522141944","AUC"
"4pc_019","Equal-sample","0.0161622831114798","COR"
"4pc_019","Default","0.00214189486552471","AUC"
"4pc_019","Default","0.00348412676570937","COR"
"4pc_019","Down-sample","0.00201865634418273","AUC"
"4pc_019","Down-sample","0.00328506867798583","COR"
"4pc_019","Weighted","0.00306588852949808","AUC"
"4pc_019","Weighted","0.00254433672601524","COR"
"4pc_019","Ranger","0.000891655370312691","AUC"
"4pc_019","Ranger","0.00209375266272586","COR"
"4pc_019","Ranger-tuned","0.00504830508240569","AUC"
"4pc_019","Ranger-tuned","0.0134651759604603","COR"
