"species","model","value","metric"
"4pc_005","Regression","0.00422036532481568","AUC"
"4pc_005","Regression","0.0035577609743332","COR"
"4pc_005","Equal-sample","0.00510987734503441","AUC"
"4pc_005","Equal-sample","0.0185761029262781","COR"
"4pc_005","Default","0.00336547247229489","AUC"
"4pc_005","Default","0.003625252833391","COR"
"4pc_005","Down-sample","0.00104672842868788","AUC"
"4pc_005","Down-sample","0.00320213198191816","COR"
"4pc_005","Weighted","0.00314185926544465","AUC"
"4pc_005","Weighted","0.00511708061746636","COR"
"4pc_005","Ranger","0.000394289289678418","AUC"
"4pc_005","Ranger","0.00107993988241228","COR"
"4pc_005","Ranger-tuned","0.00172168874274527","AUC"
"4pc_005","Ranger-tuned","0.0274547621827562","COR"
