"species","model","value","metric"
"4pc_062","Regression","0.00543683177401241","AUC"
"4pc_062","Regression","0.0020505908007944","COR"
"4pc_062","Equal-sample","0.0082244421230863","AUC"
"4pc_062","Equal-sample","0.0197019270278699","COR"
"4pc_062","Default","0.00318150410736156","AUC"
"4pc_062","Default","0.00153601636672111","COR"
"4pc_062","Down-sample","0.00084183561624585","AUC"
"4pc_062","Down-sample","0.00226952331861808","COR"
"4pc_062","Weighted","0.0034677605602771","AUC"
"4pc_062","Weighted","0.00160669550076326","COR"
"4pc_062","Ranger","0.00110010852217532","AUC"
"4pc_062","Ranger","0.00416745148529126","COR"
"4pc_062","Ranger-tuned","0.000793958266444326","AUC"
"4pc_062","Ranger-tuned","0.00190216129306487","COR"
