"species","model","value","metric"
"4pc_069","Regression","0.0023854023094139","AUC"
"4pc_069","Regression","0.00411474324826561","COR"
"4pc_069","Equal-sample","0.00545832166515488","AUC"
"4pc_069","Equal-sample","0.0138992356317817","COR"
"4pc_069","Default","0.00334689362820171","AUC"
"4pc_069","Default","0.00295146982756501","COR"
"4pc_069","Down-sample","0.000695282444647384","AUC"
"4pc_069","Down-sample","0.00197670137003935","COR"
"4pc_069","Weighted","0.00512868395610499","AUC"
"4pc_069","Weighted","0.0034240088709632","COR"
"4pc_069","Ranger","0.00131878093153039","AUC"
"4pc_069","Ranger","0.00242320451940565","COR"
"4pc_069","Ranger-tuned","0.00451318066375038","AUC"
"4pc_069","Ranger-tuned","0.083298129380625","COR"
